BULKLOAD data/sortedData_3_10_1000.txt 1000
QUERY 6507047 1466797599 1508758610
QUERY 1299419420 671657080 353944131
QUERY 407487131 2113903881 7684930
QUERY 860516127 777720504 1543755629
QUERY 1146224468 1436845478 1778327134
QUERY 805750846 1632621729 1100661313
QUERY 526047828 1871815927 427946454
QUERY 1894744054 1713054879 220216260
QUERY 1000907370 1765434825 832316153
QUERY 1065533764 1632565483 1495749339
QUERY 2079982761 349443286 218664943
QUERY 1655510421 761342861 757290988
INSERT 659331372 863522395 628032670
QUERY 352364949 188842851 1593866492
QUERY 989492335 981766422 523782140
QUERY 1722060049 1455590964 328298285
QUERY 2133971114 1549218751 529106038
QUERY 2135504604 1227760418 488583419
QUERY 730199492 1154615609 309766496
QUERY 599529154 33713861 1308202906
QUERY 1925612439 1882175406 8192177
QUERY 1321373130 2015113030 1966850398
QUERY 1263194683 1921609779 1345120571
QUERY 1827524435 2102497640 919191847
QUERY 911879599 1417516784 1555368023
QUERY 847953064 2104979569 1867289123
QUERY 1285204732 1043193047 1789954107
QUERY 665251242 657699510 1501399945
QUERY 1642548899 1501252996 260152959
QUERY 673365159 1175989877 2033261900
QUERY 485885139 1460648496 1034012754
QUERY 472167802 1311157370 1140253676
QUERY 1664423428 242588954 1849552528
QUERY 1180945490 2141087429 14900435
QUERY 213153954 481762508 865144369
QUERY 319796227 2139108589 1707552322
QUERY 1783673397 1223590126 959802187
QUERY 1400526899 476019671 1380184544
QUERY 1569822750 775799924 874213496
QUERY 272059063 1059191847 62769660
QUERY 1873066217 915325093 1161997903
QUERY 1842149580 1182883110 1585361424
QUERY 989230775 1802491982 1233114544
QUERY 1281249758 193712678 1839051242
QUERY 1484944890 1746304833 1404257642
INSERT 1115774739 2038715695 686053539
QUERY 183410853 488651469 1920948366
QUERY 1130698571 1250372661 1566369633
QUERY 625843881 532495011 415675634
QUERY 610486506 386839851 771476364
QUERY 1857821013 612633267 438466082
QUERY 1633108117 2114738097 2007905771
QUERY 1227734017 1751062934 1180082199
QUERY 331557302 915989944 1277392187
QUERY 76810012 2047140186 1945972417
QUERY 1524300340 468343012 892441883
QUERY 166165761 1910159840 1444883131
QUERY 1155220496 110182537 445895679
QUERY 331117690 126617682 912168619
QUERY 878080598 1927654692 1293682355
QUERY 116647884 434339734 1612607965
INSERT 1861733297 317877691 678147792
QUERY 1577464719 1277246548 1376485335
QUERY 1090099484 86086317 1987106312
QUERY 1793466186 139508336 1821705830
QUERY 586390802 763459651 1078010666
INSERT 543630695 224209374 1160207383
QUERY 1594547117 1113632180 1642188359
QUERY 511702305 2084420925 1937477084
QUERY 621152329 1870831133 942974485
INSERT 597382091 143061345 778181239
QUERY 603123090 1750547889 1409907854
INSERT 1183815594 1842212218 529603763
QUERY 1073234459 338551986 171923705
QUERY 756898537 1734575198 1973594324
QUERY 648634356 625587495 2136153709
QUERY 2097283682 892842051 1189610362
QUERY 1750621862 1904251768 1579059895
QUERY 824879748 1637027578 329445806
INSERT 673359524 24174376 1120627624
QUERY 46378435 1126254123 1355298051
QUERY 974285226 161044316 1979777324
QUERY 1587992726 1024027583 198628789
QUERY 919117293 1641350985 1021834689
QUERY 2057670554 1579612060 354484181
QUERY 683929987 1326090514 1742515515
QUERY 382734004 1891478710 345612925
QUERY 966250035 1167167848 2073578340
QUERY 1828163859 112772098 1178721660
QUERY 1307781830 626072747 58380059
QUERY 1339239850 92319778 918475216
QUERY 1987631206 230170370 5993298
QUERY 305227789 1965397077 682269797
QUERY 1722060049 1455590964 328298285
QUERY 878786386 19063328 1833469976
QUERY 597382091 143061345 778181239
QUERY 1721366015 1332566333 1867199996
QUERY 308930563 814116965 89598083
QUERY 1818851945 300733288 645415857
QUERY 750031639 545089965 2087742367
INSERT 1601484360 251362709 1555357083
QUERY 1115531038 1667992915 1943995748
QUERY 173797394 1451678472 1504369092
QUERY 1569115921 1777288820 1756098480
QUERY 1390616993 1917010749 1284337230
QUERY 1256637523 455190817 1840272174
QUERY 1143565421 981914693 1375179334
QUERY 997816071 1792060528 1254941307
QUERY 973793538 1524216848 265211198
QUERY 1574486766 233694996 1055640066
QUERY 1902736997 556707205 309667127
QUERY 2129768394 1134040403 150084506
QUERY 854659579 808663270 1588951652
INSERT 1503590040 118062898 713763099
QUERY 1012502954 1272469786 2027907669
QUERY 1462427693 1400508002 879336353
QUERY 1861029053 328896755 1872823809
QUERY 487073847 1750829613 1693485026
QUERY 461780768 363159161 1573715235
QUERY 2121699409 1577803236 209732038
QUERY 1713322078 1681230311 1526714028
QUERY 1950955939 1335939811 1797073940
QUERY 27313951 1866832022 1112037058
QUERY 365140543 1746317828 596808112
QUERY 1889537797 1331565220 1767125139
QUERY 346045529 270013365 1240545048
QUERY 670864636 2104329984 1807396540
QUERY 1884167637 1473442062 201305624
INSERT 1443341830 1888655544 1894046147
QUERY 932619125 436046852 905023795
QUERY 2119332910 980800636 1918503920
QUERY 537381683 1719827454 329367390
QUERY 756898537 1734575198 1973594324
QUERY 818709112 1769833618 503522774
QUERY 1295973386 730285967 1222939719
QUERY 759258870 1250582044 965295434
QUERY 572004153 115642677 1168845736
QUERY 939866008 2098419885 1126131966
QUERY 1503590040 118062898 713763099
QUERY 532391594 1254656660 751006347
QUERY 1254529121 1506141735 22041367
QUERY 595439124 1727184765 1596808940
QUERY 910047398 2017163800 476309237
QUERY 1645154973 2025904966 1081766144
QUERY 1647190800 680720613 1916928191
QUERY 151848496 941790624 1423310283
QUERY 26832982 2035340796 925970266
QUERY 1970782719 930104896 1032684367
QUERY 568637651 681928291 217985588
QUERY 1220585472 118993446 73673339
QUERY 1310033585 1953262487 1575047290
QUERY 2130219693 1756447815 1134567480
QUERY 1286415976 277164267 400704621
QUERY 427537603 1858513214 1252098170
QUERY 1499327462 413783119 21619219
QUERY 53941748 1825692784 1406036123
QUERY 251836754 346502533 1656241707
QUERY 1438296358 1222343444 850598623
QUERY 1979629507 351748718 1350422715
QUERY 2115646266 869035547 1801196390
QUERY 964263748 1752143421 1182176620
QUERY 251836754 346502533 1656241707
QUERY 691328803 1795366933 1296528921
QUERY 1750136587 1838893618 1197421962
QUERY 1330301183 1489692377 1116945487
QUERY 2062952107 1997466894 364368059
QUERY 237909587 234212979 893245732
QUERY 12139477 2146178176 1843034329
QUERY 855061459 2094452877 1845081026
QUERY 1716238900 372323083 396285495
QUERY 155324914 8936987 1982275856
QUERY 1288494662 1849073870 111371690
QUERY 593149168 2147230544 15941357
QUERY 845997813 1862140492 1776544874
QUERY 916018859 222028828 1289360871
QUERY 873524566 37487770 1541027284
QUERY 673359524 24174376 1120627624
INSERT 1010994633 995210479 949046185
QUERY 1533731556 482855591 796774279
QUERY 1627584090 231811764 2052209534
QUERY 1654435776 1975886384 1560307071
QUERY 58134259 975174554 323242176
QUERY 410680522 1200716633 53623491
QUERY 518688716 419550671 721378815
QUERY 1716589294 181601974 1639918359
QUERY 990302429 354402159 840867368
QUERY 1435525339 2011662880 1391927494
QUERY 1811541073 1990907255 33711669
QUERY 696256398 2115781267 184887258
QUERY 680634295 1703835733 353511414
QUERY 172012557 1920649264 1591979380
QUERY 1084414091 1999560643 1484058240
INSERT 206479155 177441960 397635744
QUERY 1513219562 162115871 846076973
QUERY 253531372 14672986 2116327147
QUERY 986897531 467625216 1429177725
QUERY 1198872591 178850617 2016146315
QUERY 359033214 803321770 776990938
QUERY 1861405029 2099712061 94663952
QUERY 272105913 38789998 951400646
QUERY 430577121 1452070592 398619332
QUERY 897946928 997467670 582125609
QUERY 47147477 21046103 2115226847
QUERY 898975639 1596558875 298749565
QUERY 1412225373 1964717813 151718461
QUERY 246382413 767301008 2075653794
QUERY 879570792 1713629455 1192766959
QUERY 44470216 888482339 1209379174
QUERY 292423943 1265122573 124666328
QUERY 366598963 1415056539 1642693763
QUERY 992277052 284665220 1998562957
QUERY 320401392 1201162069 871000
QUERY 240094112 1481163338 321244823
QUERY 1145151225 943190495 1541417540
QUERY 1146316840 899944377 583910999
QUERY 1080238761 1422392059 1629779269
QUERY 167938335 928074257 1900755178
QUERY 1906119047 1941076649 94453999
QUERY 1689778583 1921007878 961671582
QUERY 652917293 998746345 1633412825
QUERY 1469581751 850227442 2085996098
QUERY 746349250 441767868 1122336503
QUERY 506040702 1677552320 1933882658
QUERY 1687154188 337127488 1110865684
QUERY 1205319683 603417957 1466983415
QUERY 1177095722 1088070136 2112158699
QUERY 192433878 1476492728 104665169
QUERY 1240322619 236104672 1916931259
QUERY 895085613 354683507 735982434
QUERY 1656478042 1131176229 1653377373
QUERY 1781459970 812426701 1574788777
QUERY 1238241306 1277970780 352964522
QUERY 1010994633 995210479 949046185
QUERY 1992301602 1753492792 877671100
QUERY 481019140 1956785163 660144718
INSERT 1195391644 2095426780 1740617114
QUERY 994259781 1434827330 1206307011
QUERY 1268358996 1186630680 1083999586
QUERY 1483732493 1197477949 1665676898
QUERY 370892812 607438234 2015367622
QUERY 329072887 1291807042 1730585623
QUERY 1595311961 1238403505 1369505755
QUERY 2032894977 262692685 1859031536
QUERY 880753061 1123730335 1060197817
QUERY 1265204346 1369602726 1630634994
QUERY 276398295 1286081480 1402282889
QUERY 1289547084 279121308 174515334
INSERT 378544469 429710730 1300710441
QUERY 885420959 1397208466 602297893
QUERY 1124734562 530406424 482417719
QUERY 1532433567 1809144910 1997511157
QUERY 603996636 626220901 158593742
QUERY 1849557795 2042173528 1351426360
QUERY 1341443181 1078898506 1242990415
QUERY 1410681417 419481884 631340353
QUERY 897394797 1325792872 750909511
QUERY 1438638589 1110980456 1213735047
QUERY 431006167 2091379239 1966786325
QUERY 127073067 1116108649 1245866342
QUERY 1667250732 1788986238 871700699
QUERY 581635347 2081279588 1038839825
QUERY 1231020208 1816054324 1935077381
QUERY 1875641892 500037525 1447395528
QUERY 1622576595 466518281 334710392
QUERY 1377075805 2105734949 1463474024
QUERY 66493503 1087638368 1212052176
QUERY 893437801 130886372 1872174701
QUERY 1902736997 556707205 309667127
QUERY 126107205 159473059 1376035217
QUERY 857305516 1917290595 863687118
QUERY 825726814 769304465 1998994314
QUERY 1571670851 115688223 499803621
QUERY 1707643749 743161444 1114032175
QUERY 2007469976 1248757647 1496357313
INSERT 1961279366 1154844306 841142280
QUERY 934676729 727905127 827574906
QUERY 940244532 2044939414 441299488
QUERY 1102882606 2093886271 514748566
QUERY 467123931 1427010675 620278963
QUERY 1363440407 188660515 2105042051
QUERY 27313951 1866832022 1112037058
QUERY 1491340990 720933516 1456676853
QUERY 570219457 939452937 613870692
QUERY 986478257 1485511804 1650994571
QUERY 1466553699 419625635 1337195859
QUERY 1174060939 1222609302 28602476
QUERY 861746410 1805816260 1602182790
QUERY 198685265 620284468 2121941108
INSERT 1640396236 1465798450 799410016
QUERY 1377075805 2105734949 1463474024
QUERY 370892812 607438234 2015367622
QUERY 841148365 1960709859 1760281936
QUERY 1065533764 1632565483 1495749339
QUERY 1540478823 287057570 1129250011
QUERY 188372853 1891630297 1598661668
QUERY 205026100 1603294731 956710051
QUERY 1888520737 957709673 571333576
QUERY 1385097486 342511858 1207016718
QUERY 1115358153 1077744546 1968565012
QUERY 103898492 1724564980 921787292
QUERY 106242869 524135236 1823025015
QUERY 188372853 1891630297 1598661668
QUERY 1004475891 1845931388 510921275
QUERY 269737120 884484406 516426553
QUERY 858938412 74773808 1180626975
QUERY 110887873 1102281362 485973538
QUERY 996531751 509883934 1260041474
QUERY 1702022939 1850612763 1316505735
QUERY 1643639593 1843860632 1485364657
QUERY 237140292 2057337242 543906158
QUERY 44470216 888482339 1209379174
QUERY 73073872 593970942 1816571866
QUERY 16311654 759635204 1095671778
QUERY 2092203529 923756035 1155961218
QUERY 837400194 1881423678 970190144
QUERY 666567128 656169970 572183310
QUERY 1867939484 1350900767 1272049983
QUERY 2144330437 2056276055 115259514
QUERY 724957754 2066065871 325781452
QUERY 221701197 1765349414 1256210359
QUERY 2084234744 67578962 1979710187
INSERT 1385867923 1209806163 1573508368
QUERY 266222407 99568484 609707131
QUERY 1688472003 887600224 199000463
QUERY 648031326 1411154259 1737518944
INSERT 1039217732 1506171585 688320332
QUERY 763447433 2108785490 96617457
QUERY 1582482437 4744263 1642663198
QUERY 1791044957 1593647182 1470548593
QUERY 2021303708 1891342723 1374600938
QUERY 1472713773 824272813 1662739668
QUERY 983446946 2144008935 1533527451
QUERY 596769257 73831160 764324635
QUERY 1620866506 1957406029 1467854534
QUERY 1896370425 1304839196 157901937
QUERY 1760243555 1231192379 1622597488
QUERY 437748570 1534946318 849406697
QUERY 845954166 1487105994 312186354
QUERY 1842369283 1097639309 635611315
QUERY 546720985 1474034409 1778496946
QUERY 810157911 1310793639 1896298533
QUERY 280571161 964772036 212604560
QUERY 1336649443 1022883725 987508670
QUERY 1425257241 742098648 817073673
QUERY 1255237575 1132205946 754963290
QUERY 367858139 1642382796 1502641131
QUERY 691932537 174732509 1361645641
QUERY 1110460526 585500191 598958818
QUERY 1911759956 749241873 137806862
QUERY 1103001729 1517550902 860844126
QUERY 1677917799 556313564 1261994232
QUERY 1891336069 443149351 1197607251
QUERY 2018952150 171953211 490239371
QUERY 1992329820 1531727159 496575730
QUERY 1091854097 317992893 1631418417
QUERY 2030678241 841365914 919121924
QUERY 1607517030 556524380 1049243574
QUERY 1979629507 351748718 1350422715
QUERY 1659239833 201407458 95266356
QUERY 1922711262 169827130 1307723902
QUERY 1555843311 1112150466 211073291
QUERY 1513785815 416292561 490371616
QUERY 131321768 1525971191 1316020564
QUERY 105614588 338028054 110760982
QUERY 1223598927 1318612321 961489446
QUERY 890149007 2011412997 372577049
QUERY 212251746 1983690368 364319529
QUERY 1195391644 2095426780 1740617114
QUERY 63454736 49541130 1137781557
QUERY 306318473 1072771177 1129748924
QUERY 1240509906 1566791223 739294820
QUERY 1700784266 1335327522 1964138797
QUERY 1392685105 1626685856 1674410909
QUERY 625288549 1875638893 1501659818
QUERY 1564524615 1315985367 756675294
QUERY 216261275 1022844977 1462230383
QUERY 387517913 774038873 1741096511
QUERY 1160404086 390128317 183690318
QUERY 493282174 1123914005 873806238
INSERT 570791064 1904211330 1447443587
QUERY 240094112 1481163338 321244823
QUERY 825558713 226487662 1723685214
QUERY 599046543 1407759327 87038887
QUERY 861077761 1521822856 1446110737
QUERY 1836239054 911833211 285583629
QUERY 1863967037 186015033 757001842
QUERY 1326943192 1926408450 57301739
QUERY 857490000 454333378 972058109
QUERY 1680393912 1928692337 1597478494
QUERY 857754173 62698090 160981577
QUERY 1176225844 333293469 1779451238
QUERY 2104283239 1740760287 1465209411
QUERY 925788343 895422529 875073927
QUERY 1966017266 610683990 611141796
QUERY 383183255 1175192209 597242006
QUERY 52005217 1110768779 391993382
QUERY 1361478979 689034589 1988180237
QUERY 1014138360 1187326373 1559470174
QUERY 233665123 2145174067 468703135
QUERY 1847125612 1142324744 850059965
QUERY 1640298602 2079860176 1651929800
QUERY 1483978543 2099734325 891202396
QUERY 1953640408 595876005 1597494948
QUERY 693315081 1378234613 1394614403
QUERY 612816071 429363923 547772603
QUERY 495070200 1450433246 1714684336
QUERY 1201678162 1782389698 949640819
QUERY 808808585 1353668775 649022765
QUERY 1217038602 1320634492 1304438548
QUERY 186894394 1380243850 406388189
QUERY 1419787146 598087361 588946088
QUERY 999546159 1509075700 1021218252
QUERY 324167850 1346589420 1964770614
QUERY 1599676664 754273304 495766452
QUERY 1602060920 988277601 2048897122
QUERY 2137386989 1940599174 1611111544
QUERY 1107273872 1410324294 1336155055
QUERY 1370973813 1503967857 1158381494
QUERY 1926411641 1812718902 505593010
QUERY 2106708722 779118950 1717787640
QUERY 2118571574 1376188705 1338024738
QUERY 826831742 562049500 516708706
INSERT 1198652080 2135105253 1565324920
QUERY 108824454 1286564044 794382479
QUERY 534129455 1466853690 1678327947
QUERY 2133279047 1644620811 1528641587
QUERY 1526446286 1209597698 1200977805
QUERY 539206874 1652867107 489961411
QUERY 1006670117 1473140556 1266085040
QUERY 1231757183 639720620 999806282
INSERT 1434103099 1725689202 467949032
QUERY 2146276979 1094171498 466992108
QUERY 320401392 1201162069 871000
QUERY 1104561852 915711850 737703662
QUERY 732048599 2073917092 2020778181
QUERY 1036310239 1181587613 1683664006
QUERY 767937541 522838933 924892076
QUERY 503097630 1606724153 1777690939
QUERY 2016764524 1717226057 1748349614
QUERY 1863299030 192125647 974437267
QUERY 1819199814 408797769 632702951
QUERY 885799631 1314218593 1281830857
QUERY 1338137859 494079526 2114790283
QUERY 1574863478 1184655607 1900645818
QUERY 728329474 1341574664 1320371053
QUERY 756898537 1734575198 1973594324
QUERY 316554595 1418468232 12692331
QUERY 577167578 1859107078 990400245
QUERY 1428838136 1551020537 172926740
QUERY 148548236 2113969064 226614278
QUERY 451846122 626957785 1389870908
QUERY 1454689951 250416315 1961130270
QUERY 1305846333 862888372 1672978153
QUERY 1712885418 1599932228 1874412666
QUERY 988506952 614340012 285830504
QUERY 1330921191 480305933 1266610946
QUERY 1842369283 1097639309 635611315
QUERY 851050839 1536369403 977763295
INSERT 2099127717 139457944 1292756943
QUERY 8161667 2084646731 316150382
QUERY 649785905 1259577690 1881049613
QUERY 1656905664 119031355 648336313
QUERY 1268505696 415957033 1428599055
QUERY 774340631 824584530 1009246877
QUERY 1016499950 2052861120 1160475789
QUERY 1689149569 1493008305 761445280
QUERY 570219457 939452937 613870692
INSERT 201173217 1071719543 1691428854
QUERY 1513080526 1065831424 1218818431
QUERY 858817480 905197267 789786667
QUERY 1360933007 300819353 1197182313
QUERY 1469543483 545343058 1511658082
INSERT 1340332563 2107196412 1246326902
QUERY 85813453 39543546 1419766408
QUERY 1620939626 313169930 242581832
QUERY 932862806 1404515797 695748720
QUERY 1854387795 154963860 91947740
QUERY 1004011520 1456139563 1564739221
QUERY 1183815594 1842212218 529603763
QUERY 813823381 902411556 1622838287
QUERY 719275809 1017025812 1427380766
QUERY 431006167 2091379239 1966786325
QUERY 1870233387 1566422982 1022590316
QUERY 729494463 545385644 794134420
QUERY 1503590040 118062898 713763099
QUERY 518807784 144931902 1279991182
QUERY 778276234 178195465 436985372
QUERY 1038954925 272380446 815392179
QUERY 894964680 371591002 826782912
QUERY 1712268428 1932874974 689155066
QUERY 1919929524 675886048 1932134414
QUERY 835040470 1035703482 934584448
QUERY 2024673937 959185480 256640967
QUERY 1662981776 630668850 246247255
QUERY 942581876 562390279 2025251990
QUERY 861965751 848724324 357926663
QUERY 27313951 1866832022 1112037058
QUERY 306096271 217916894 1255059234
QUERY 146949187 1213210009 958274463
QUERY 2069020142 781851004 266434174
QUERY 1496036839 1293234234 359774172
QUERY 591926115 1118985772 890316504
QUERY 1739040828 34202195 346753488
QUERY 1601484360 251362709 1555357083
QUERY 1625286828 212660510 1356343609
QUERY 58134259 975174554 323242176
QUERY 708651409 163009672 1479287183
INSERT 1456243906 1839061355 154783858
QUERY 1569115921 1777288820 1756098480
QUERY 209473567 1917104697 1353825800
QUERY 738393740 19485054 1983614030
QUERY 1819544518 1164089636 1560170322
QUERY 1613703163 861798817 269026234
QUERY 654326641 359282686 513030735
QUERY 1336194465 831099451 1468519716
QUERY 1192677934 1813651399 1998788825
QUERY 958542684 403063553 1767412303
QUERY 1002366050 1649339323 1311139149
QUERY 784480104 1501399643 51872181
QUERY 98444839 1834436401 716218384
QUERY 1423524763 1303785506 218248263
QUERY 468994088 1545901830 836620816
QUERY 1346543195 1706937709 971076180
QUERY 591004835 422652263 1278118989
QUERY 441774490 1665181654 96941886
QUERY 1524986738 1378452245 1183324345
QUERY 586946250 116612849 472112824
QUERY 390868264 2123016228 660420424
QUERY 375020955 1620059940 365903901
QUERY 312797006 959746064 553999458
QUERY 1033105161 1428779579 1271496281
INSERT 590891532 817559439 494673510
QUERY 1533731556 482855591 796774279
QUERY 574620392 869921280 167368542
QUERY 253531372 14672986 2116327147
QUERY 2092316955 1589642332 1107155115
QUERY 1848520019 1172063133 990526343
QUERY 1841767009 576976782 241598498
QUERY 832490030 1404894300 1124549312
QUERY 697993768 2068766755 1235227371
QUERY 84543514 995570646 102615808
QUERY 1037169716 587588983 988272371
QUERY 436937955 338132478 422616390
QUERY 1707450673 1596938635 152647293
QUERY 1342342355 364267928 2067195931
QUERY 1426819080 885799631 1314218593
QUERY 1336092622 410228794 1026413173
QUERY 641606073 1653543678 461460512
QUERY 727855621 242127990 1934525760
QUERY 1760481135 1595154931 279527351
QUERY 154610413 234195418 1215899592
QUERY 1501968661 7894396 978493832
QUERY 1623051265 94071658 463814307
QUERY 1590105340 959658925 805251743
QUERY 372360188 1453575298 747534082
QUERY 309198987 887077888 530498338
QUERY 808808585 1353668775 649022765
QUERY 1644594350 1404496505 1449305995
QUERY 604459492 1440447082 186568581
QUERY 2044468303 285825311 1021249238
QUERY 2079886091 1451691671 1713897150
QUERY 1788513227 517681751 526618921
QUERY 1179647348 1863953365 2061930315
QUERY 1424870254 737161521 1481564119
QUERY 1499327462 413783119 21619219
QUERY 493334481 511812932 875775987
QUERY 820929148 2107283776 1675814120
QUERY 1030770129 1380818158 453339401
QUERY 1008457666 474625012 616250886
QUERY 776833088 1907946790 1631839909
QUERY 53941748 1825692784 1406036123
QUERY 599854189 761192235 577601235
QUERY 1379605560 275808662 738594251
QUERY 2016224555 1197641183 1362319318
QUERY 253531372 14672986 2116327147
QUERY 1408960629 888830763 212295100
QUERY 615952861 1073646711 1599184492
QUERY 1170132540 375444584 1989200801
QUERY 1280657339 1143126780 975171955
QUERY 1470902996 1978755257 1525689775
QUERY 1290974871 2013997138 820161721
QUERY 901089386 1101464369 670442615
INSERT 1448134458 1205293376 1319423857
QUERY 1502781486 703550253 1909850543
QUERY 118124064 1028375065 2137430025
QUERY 1133073157 1307275739 2019807330
QUERY 1292850339 1262486766 634172025
QUERY 1086191033 1850651473 685777595
QUERY 1287534632 647415866 1385027705
QUERY 1929993552 1430014181 581230148
QUERY 27717228 1170887618 491068362
QUERY 481014739 477945076 213327792
QUERY 207621703 2106914653 1815209933
QUERY 1908186753 2076196132 1302094360
QUERY 1706740259 504760186 1317875109
QUERY 1840019304 1953161956 830365981
QUERY 22852617 55119204 120214107
QUERY 1690127682 1066075704 2094258726
QUERY 2018320851 1645736057 1800773142
QUERY 1438510310 169816471 1800849516
QUERY 1030121288 892335526 245491186
QUERY 2044809485 286942796 1162114813
QUERY 1129525515 1448636640 1418408182
QUERY 648031326 1411154259 1737518944
QUERY 513901486 516073540 1947823854
QUERY 70636429 136495343 1472576335
QUERY 207621703 2106914653 1815209933
QUERY 1932835987 1625851410 1383224279
QUERY 649785905 1259577690 1881049613
QUERY 285939043 1541928730 1894204677
QUERY 770833934 202019540 104221117
QUERY 25084100 1903409954 379461075
QUERY 1241258962 1584892936 675161631
QUERY 353592203 76982346 1989833661
QUERY 1402489823 1793126203 1839289089
QUERY 1524986738 1378452245 1183324345
QUERY 1185310398 682338051 1874510734
QUERY 209419369 4537736 1217196008
QUERY 1587992726 1024027583 198628789
QUERY 448655209 725321612 725987631
QUERY 1787237710 1754433397 1682778940
QUERY 937785115 1293170480 1659676517
QUERY 1090812833 1347312494 1567118872
QUERY 101973275 1150421923 1317170671
QUERY 2105372710 519284022 1336393888
QUERY 860944031 1104969139 1999475422
QUERY 256031502 774404628 1983827549
QUERY 2100846659 1215388258 1143295983
QUERY 1649793694 1151671973 737505124
QUERY 1298609098 622509328 433310002
QUERY 1019455991 2053810734 1664492810
QUERY 36293184 381621497 1249580396
QUERY 1393534345 1560080942 2135467698
QUERY 435961744 677827769 1933284850
QUERY 84595902 1016359913 1981590635
QUERY 432002859 608617181 2022824933
QUERY 32481633 894159806 1696758063
QUERY 228217069 551201745 1907712995
QUERY 1992381252 1340464904 569398046
QUERY 2129768394 1134040403 150084506
QUERY 1223039099 2109364875 338401810
QUERY 732048599 2073917092 2020778181
QUERY 1453688185 1886642047 429616909
QUERY 726074854 1471899380 1679282709
QUERY 1134884210 826274531 49391289
INSERT 671172136 1389856193 1024099907
QUERY 927376882 1747844822 1617876982
QUERY 652646820 848745356 578768323
QUERY 436937955 338132478 422616390
QUERY 1237053542 1102713256 560413640
QUERY 1822037642 1723843001 1054621031
QUERY 1346941484 628257755 991505661
QUERY 885420959 1397208466 602297893
QUERY 381146575 1100166774 320886639
QUERY 1438638589 1110980456 1213735047
QUERY 623924962 119294202 1247125478
QUERY 2050038854 1493344401 1898128632
QUERY 1685430598 1173812467 1051398817
QUERY 464837581 1704841123 116423768
QUERY 852103498 455609536 633733599
QUERY 1999868156 157247397 1654953968
INSERT 1323640923 479208523 2104599664
QUERY 581040978 745288548 841314392
QUERY 743869598 1209229495 1993441626
INSERT 1343846460 2127231794 1469607356
QUERY 1798189588 1208907021 971021431
QUERY 1895247602 1582654964 566303844
QUERY 241486253 2055653639 2094305829
QUERY 468994088 1545901830 836620816
QUERY 1681067301 700160739 1826020389
QUERY 933110197 6939507 740759355
QUERY 1802544703 621179857 1887461448
QUERY 1629029026 142356881 1776707843
QUERY 1211879159 2127903115 1132955597
QUERY 1937780214 1022577169 1015551815
QUERY 1579259570 1564373721 124519939
QUERY 1950540328 362311971 912524545
QUERY 1553956256 643317111 476071269
QUERY 1722767694 677314881 2012323938
QUERY 1426439561 1755245412 1518418236
QUERY 349517445 588219756 1856669179
QUERY 1282648518 478034945 471990783
QUERY 2049315398 1878593567 535957832
QUERY 1448482377 2077835098 914432104
QUERY 949784416 641450052 246088582
QUERY 1559922331 821803764 683428348
QUERY 69929843 214837886 465714084
QUERY 331557302 915989944 1277392187
QUERY 1902151071 1446717153 2044378288
QUERY 1775488207 709532276 1053437334
QUERY 1819544518 1164089636 1560170322
QUERY 2026361926 1748093441 366937171
QUERY 184803526 412776091 1424268980
QUERY 112597706 230621652 1562976873
QUERY 992277052 284665220 1998562957
QUERY 1304437217 1672346831 1089598340
QUERY 894429689 364228444 1947346619
QUERY 50591294 763154558 1074887901
QUERY 953766180 516687079 540065427
QUERY 1728806363 1179042277 409245441
QUERY 1521751702 1539285745 1064570654
QUERY 922745145 1780180448 1485447130
QUERY 470591100 1025533459 2039723618
QUERY 1597770665 1957821492 1584194071
QUERY 511598324 416955597 746620658
QUERY 1286686085 1116312735 463378232
INSERT 147871364 872623673 1738832128
QUERY 753554421 127340947 1554430207
QUERY 745425661 396473730 1308044878
INSERT 1343521706 1309560082 1524478068
QUERY 1323199267 1674209439 987059619
QUERY 1758324023 255549904 892598993
QUERY 320062251 1351777724 1211270210
QUERY 1711089503 1510574887 1455371254
QUERY 1016499950 2052861120 1160475789
QUERY 1662602402 954897208 133104713
QUERY 1476626419 1706677096 298659320
QUERY 212251746 1983690368 364319529
QUERY 1047348777 2126093972 402684042
QUERY 313823293 1940022924 343886628
QUERY 435961744 677827769 1933284850
QUERY 1674126070 655570570 1448404974
QUERY 963523728 1549367861 883301921
QUERY 266795367 1818150212 1135787096
QUERY 101305737 1137062258 1123307607
QUERY 1497216992 8890659 262591072
QUERY 1510906527 473903566 13798878
QUERY 331935081 642231308 797793477
QUERY 1453364047 962693756 763344384
QUERY 165228597 939379529 1139374579
QUERY 2059208770 1110986144 2067905464
QUERY 2092720083 419914800 730199492
QUERY 1357239972 52785170 304554827
QUERY 1574863478 1184655607 1900645818
QUERY 1688059642 2063350341 39785855
QUERY 1291554098 1655035325 1905241081
QUERY 1989397179 1796668864 1457136547
QUERY 420639044 914159570 258904257
QUERY 378409503 515530019 1713258270
QUERY 1541428228 235096567 1622507377
QUERY 1887665154 2118801173 1119399015
QUERY 39848341 37623446 438485374
QUERY 177605602 1949823581 1316886748
QUERY 433159495 1866714440 1633872633
QUERY 308930563 814116965 89598083
INSERT 8547113 896314290 2139439717
QUERY 1631596366 1308581515 354367395
QUERY 91189626 310014606 271226733
QUERY 1644931568 2131149977 2111556704
