BULKLOAD Testcases/TC_3/sortedData_3_10_1000.txt 1000
INSERT 911879844 981429294 819289620
INSERT 245903946 124893261 1061041853
QUERY 853690735 1634181041 1234199209
QUERY 1814241203 704246042 988294447
QUERY 998205583 409813458 1198363125
QUERY 534806139 305929874 242173149
QUERY 302352029 1064132824 1150948864
QUERY 1970238484 1053624965 143982416
QUERY 1033021699 1653080499 1063927449
QUERY 639873350 1860334103 1822693790
QUERY 1805103996 1018484504 1069354358
QUERY 120233835 1254868223 1830079955
QUERY 1721058097 1748222046 103471467
QUERY 557860266 764194546 364484920
QUERY 899101954 347494676 1154506163
QUERY 238069824 1019571549 2064165414
QUERY 832639583 2059592158 74999610
QUERY 1093484115 1114968768 225554789
QUERY 1710056677 57572625 72009956
QUERY 2129147841 1938555030 819135715
QUERY 1895482833 1650139037 1914040405
INSERT 1997633714 921062920 1493851192
QUERY 1103045152 1062172845 62372492
QUERY 1319719034 766448329 401048687
QUERY 1516017455 1115002682 86747226
QUERY 143641962 346495341 1341679508
QUERY 13331576 334091834 1041083382
QUERY 2061532621 1160219744 925272804
QUERY 1505144092 1693874577 1449729586
QUERY 1259335726 904574231 1780512066
QUERY 1315355313 505675009 578390242
QUERY 1228206121 1100476905 1882559851
QUERY 1995229353 205944756 1579923721
QUERY 334053342 1428391188 830243408
QUERY 1852821931 1910005759 191649264
QUERY 1920352323 2016053278 1448628251
QUERY 45847804 741131028 1085486531
QUERY 414107332 960752943 165586799
QUERY 158185714 725814152 1428844225
QUERY 586690523 722553847 1121280870
QUERY 884590459 1918713090 1430377247
QUERY 1314559032 1485499702 1026966440
INSERT 1463573624 561490301 752966491
QUERY 1223289593 1826870225 982269108
QUERY 1186750010 619832863 1428455318
QUERY 609672114 433336579 996445197
QUERY 2060317947 506258940 1380593410
QUERY 1615011998 2133956562 1887949626
QUERY 1344297826 757156232 642311555
QUERY 1526708416 527058377 2107268160
QUERY 1279080386 1068915494 32048346
QUERY 857127620 639257866 1649998504
QUERY 1004770139 498642267 1764089008
INSERT 870792701 1596688274 394147537
QUERY 1634296898 2125680852 274769642
QUERY 1384914323 192162091 1160480225
QUERY 340310126 1660946292 62771170
QUERY 600701161 459818745 35438679
QUERY 674696545 2048537927 1813149381
QUERY 2140186131 751145745 1686984217
QUERY 715117549 632343708 853114036
QUERY 763561887 1966848442 516540546
QUERY 1625569210 2142155462 1840908679
QUERY 1266518073 1793744484 887372693
QUERY 2001050075 1247765357 1539033451
QUERY 1542600462 546555700 182319890
QUERY 1208660114 1626140557 1976800060
QUERY 1686788403 1188201649 145030059
QUERY 294593310 918670221 1241661819
QUERY 440745620 759327867 1485213280
QUERY 186751512 604144920 1317042799
QUERY 1931386410 1950187274 761645142
QUERY 2016838244 243180559 481560745
QUERY 280856355 848305564 1364039987
QUERY 1965455041 1915368935 2058845481
QUERY 334081190 835509461 1521704686
QUERY 1426430962 441626901 1481081569
QUERY 542357558 854051655 760245880
QUERY 2056074335 215720929 1780704014
INSERT 882307290 1354505883 2043318483
QUERY 1501661457 1817794271 672896699
QUERY 167357388 1866776097 25538
QUERY 101073399 870213867 1811117913
QUERY 704793904 1289015985 1166442125
QUERY 1708799683 728472801 59028262
QUERY 621977769 1195158746 286302170
QUERY 509199466 181543141 1527749692
QUERY 825593253 435154458 359468385
QUERY 1296526669 1124050630 25817157
QUERY 1793118115 2013833789 1411296442
QUERY 1338724519 494081850 1096416343
QUERY 1066616838 1916268313 1311172478
QUERY 1819027740 1801478197 1129782854
QUERY 1137673577 1841007058 1356165488
QUERY 1962479256 708847639 1759431744
QUERY 664332059 333409189 1026913065
QUERY 1187456037 1493112613 247697617
QUERY 53575803 884131869 1846798842
QUERY 1710106806 2012593205 1411339268
QUERY 255075449 979003472 2024825796
QUERY 1480993208 1428281495 669684847
QUERY 281632943 1470452810 1691443767
QUERY 533461169 1784946595 434025903
QUERY 454865086 1659585071 680103099
QUERY 1307346052 132439762 1238373155
QUERY 1186750010 619832863 1428455318
QUERY 809427651 81193512 1360400915
QUERY 641198762 824520059 710691889
QUERY 33661052 174804368 1154180950
QUERY 785560666 934971247 377417877
QUERY 810542445 597291135 518047834
QUERY 1628658945 543521828 1395962646
QUERY 1211336452 121027128 828566704
QUERY 243269776 1065452481 1100382399
QUERY 59051754 987622718 1871101098
QUERY 1177478320 517896080 753655140
QUERY 1949897394 368129196 15459803
QUERY 1541931713 310372972 801419498
QUERY 1980919839 1562273283 1805239404
QUERY 186751512 604144920 1317042799
QUERY 1101442737 735611552 1670012687
QUERY 1823802661 1299897142 1355885010
QUERY 956779166 1197932410 202802124
QUERY 1405775822 1651392164 525589072
QUERY 289791817 1281962803 584897829
QUERY 1438792630 1141109812 492292654
QUERY 76198979 605631949 787285488
QUERY 1700548849 396323635 1364116936
QUERY 732088971 352108457 1032802066
QUERY 650740217 1560741577 2076815427
QUERY 1534418469 2049084415 1006479966
QUERY 997322288 26282044 1771149305
INSERT 298545288 1685150136 276230064
QUERY 142917971 2130446328 2019929603
QUERY 1664487235 623625155 855208401
QUERY 43400734 1268875166 1595299481
QUERY 598613492 1534743510 1334050896
QUERY 917553233 1707576618 2138906972
QUERY 821774620 1325167727 674606740
QUERY 850817798 295888692 1847925011
QUERY 1113578015 1349708075 454874863
QUERY 870792701 1596688274 394147537
QUERY 1003109588 519012400 473266181
QUERY 1372694121 1434208751 2146596764
QUERY 9919099 1259324484 2059572948
QUERY 1836122499 939048365 1433563717
QUERY 248529215 1109427061 1560149279
QUERY 1903389635 209201892 1395395534
QUERY 2036830509 920138223 1149157472
QUERY 1358585169 36236864 233037415
QUERY 1997071329 1559358549 1411832752
QUERY 1132807972 838955040 1962818480
QUERY 1916709994 1095467742 757717876
QUERY 996429623 254765908 1987627562
QUERY 783681677 379858838 1404110495
QUERY 1293457356 27259760 808898520
QUERY 20000041 1270785716 202447411
INSERT 650454289 272245777 1073675718
QUERY 223363533 1605920164 1692776
QUERY 182693335 1371652128 2078766605
QUERY 748330422 1007666015 1994478674
QUERY 1418242019 514730524 2099600671
QUERY 666393397 1856164422 1631628082
QUERY 435259297 701211776 536566283
QUERY 1997802075 1300146652 1659559782
QUERY 2061548807 2035963532 1464152600
QUERY 249397775 542333613 1770238943
QUERY 1743785167 1514820324 1291401214
QUERY 413211504 1380499338 1146278929
QUERY 841042854 139081425 1929887302
QUERY 1658568117 1080117439 1613135623
QUERY 576148557 2113779299 768061598
QUERY 656541482 1355277334 418225127
QUERY 1266404293 1052107727 608280037
QUERY 1948621787 1696468273 2012464126
QUERY 539415716 639212010 1734483940
QUERY 1411331905 2083122545 1379675130
QUERY 1655269155 681983926 2124923078
QUERY 1063559683 2079330733 781888857
QUERY 1805037046 121002879 713933605
QUERY 496733015 2038994313 514836687
QUERY 748192988 1303486248 1840589386
QUERY 1779292745 2079439367 1633396628
QUERY 1569035525 732591239 1687253320
QUERY 221753599 947765828 1861941552
QUERY 1000518295 374500417 1331380147
QUERY 1715880164 231462653 2028122005
QUERY 1635139980 533607184 1926710491
QUERY 890990554 211428664 1306248364
QUERY 1651894827 1108280924 1023522674
QUERY 1218593014 1895177301 610667730
QUERY 1155672910 1262675102 1319114332
QUERY 1769398503 1467140852 153029991
QUERY 440005406 780885369 1021563499
QUERY 650454289 272245777 1073675718
QUERY 1692599750 116251780 1851221069
QUERY 444876227 6302794 329538201
QUERY 181359152 212608822 1849532265
QUERY 705143159 1049616703 24251823
QUERY 1979609758 1517953069 1711442574
QUERY 1613615740 2020542774 412813419
QUERY 823262022 1886084932 669116518
INSERT 980738880 1659476505 1299356621
QUERY 564009694 153312168 775121236
QUERY 2013438674 1455740652 1772092654
QUERY 2136589124 487903894 935260605
INSERT 987421972 1883741329 1371212809
QUERY 346403426 149358937 1394126769
QUERY 1764764549 1383557064 1167651344
QUERY 1334194958 335947024 254736868
QUERY 378141639 219194765 1995702702
INSERT 1925010279 27187782 2100035582
QUERY 1589849361 1384223890 2058371566
QUERY 1554131270 1285274384 509714123
QUERY 1970282598 483754254 344730548
QUERY 1840404584 269010004 1071334908
INSERT 2000651309 1490513165 861478856
QUERY 1982152057 884087923 1160025026
QUERY 1947593170 1044229644 284048641
QUERY 720157231 1417741823 1347979167
QUERY 1056941839 825425888 1810301598
QUERY 1011101225 621731334 703853410
QUERY 1255409307 651481301 298512466
QUERY 151680127 1669773733 226048790
QUERY 1772910524 1271064842 1600896342
QUERY 497642338 240972224 275468732
INSERT 363216701 1020537070 356367425
QUERY 646188735 516849015 2101829421
QUERY 912906138 53464557 1192406137
INSERT 351977023 1371666705 928957374
QUERY 1155006164 1752139100 1477811270
QUERY 931223965 737356624 1946894659
QUERY 74879743 633203155 1341545549
QUERY 1160855462 576672040 1918758159
QUERY 74531970 1659721411 906825368
QUERY 2099231506 404341900 2065162991
QUERY 421336493 69887705 340821791
QUERY 1066370606 659888522 1860519462
QUERY 701123251 1760305596 689456656
QUERY 1777532621 922915344 1901479100
QUERY 1991606005 723871353 1306326618
QUERY 65668338 906092436 1949295085
QUERY 1866974428 1340830759 496249963
QUERY 837071754 166819220 810933792
QUERY 1142373084 1669454394 1769654712
QUERY 398174059 1001220136 94945959
INSERT 89332172 431444039 2113716225
QUERY 1312648359 1784566365 1523412599
QUERY 464050679 1683440866 1146819967
QUERY 1916954992 1023760768 86060022
QUERY 1287251746 878261353 1088370912
QUERY 83260349 620065430 1568963878
QUERY 1967137937 1839675517 926438792
QUERY 1357882831 2055480734 594727567
QUERY 133157525 2083124898 970571260
QUERY 277496733 537793362 918295500
QUERY 1629737633 1569136158 127741453
QUERY 1225836137 159824505 593283771
QUERY 1750166267 1397080065 310537136
QUERY 1456349544 1490207181 905455064
QUERY 678013925 697919358 302877543
QUERY 1066370606 659888522 1860519462
QUERY 1559270656 278347104 764330416
QUERY 1744969319 1062408391 1280976113
QUERY 1392771290 288474233 877175896
QUERY 1846613898 1449971090 587657275
QUERY 2044006819 590296455 1331873529
QUERY 1487952535 1810488427 72463954
QUERY 102266930 659573277 878247892
QUERY 956215597 864074764 71138827
QUERY 1007004398 1111561708 548966260
QUERY 666791776 450184500 1528636833
QUERY 2116294108 1613494949 179090407
QUERY 1510963936 428605531 2044808479
QUERY 1244271359 653376067 1796586451
QUERY 1890350237 1516396404 1357659066
QUERY 957499063 96939973 2044573580
QUERY 737316816 1127680337 2074388456
QUERY 226151260 1837264910 530684290
QUERY 1715075721 561662545 104048363
QUERY 1001089053 2141883162 175811151
QUERY 827184200 1149206595 1125883479
QUERY 1269363845 84461927 62122192
QUERY 469500035 1957158433 1269324547
QUERY 693676229 1881216383 1085613445
QUERY 1784770322 1138646101 177867051
QUERY 1388588682 1823585358 1691299208
QUERY 376825500 1570172889 1113684574
QUERY 1578658363 555028039 381219725
QUERY 465681652 689999692 1212626459
QUERY 1159779843 58098140 434407585
QUERY 1025161186 1484391813 469578161
QUERY 664648286 244762626 269324435
INSERT 481258703 1024773642 1930828700
QUERY 1110743256 1926175908 1012408864
QUERY 1418121827 1595276256 1461836831
QUERY 2107631308 2101567214 794085532
INSERT 1957835475 356222831 1870575127
QUERY 1902819969 1524797887 1993001835
QUERY 1011469672 1957308586 465557417
QUERY 276898184 1526146194 630614996
QUERY 1103045152 1062172845 62372492
QUERY 208184344 2114661167 226633338
QUERY 252972765 1603240860 1255173840
QUERY 1065525668 1403281129 351622811
QUERY 1466191527 2146763764 102708045
QUERY 1316295896 1947742247 1456321178
INSERT 1326404794 2086936174 1653437317
QUERY 1046390220 1053466429 816854173
QUERY 2036803578 987792345 1526323240
QUERY 851900546 1716083467 130205152
QUERY 1203487040 1183960160 714985952
QUERY 33693831 1222589455 1297466885
QUERY 466279134 736807187 234423162
QUERY 1965350909 696737909 153974638
QUERY 1629403076 201539129 380952003
QUERY 2093502196 1815141199 1752288271
QUERY 379332884 1491454158 758221549
QUERY 1473207501 658645615 1722689510
QUERY 1875974759 13452246 513476631
QUERY 1032773460 893760217 1250941448
QUERY 668884684 670796232 665122865
QUERY 1046074868 1509388093 1702006107
QUERY 1315355313 505675009 578390242
QUERY 711697778 1565428766 1137198766
QUERY 712404629 1544322963 1957825805
QUERY 469679212 776545611 725579048
QUERY 1827442474 66832223 821564162
QUERY 948714553 699692207 1069728788
QUERY 624251247 1553407242 1812356258
QUERY 704396180 1068309115 25144423
QUERY 1488532049 108519232 1289500952
QUERY 580919630 1885154196 879120422
QUERY 1023748063 585457454 767011104
QUERY 1482258019 1481081783 1413570230
QUERY 1348486466 1189411100 982329703
QUERY 1842049516 1592267306 884156135
QUERY 1899203570 1779994574 146364137
QUERY 85939090 255533609 572594236
QUERY 539415716 639212010 1734483940
QUERY 1581119671 90310494 1150887081
QUERY 12200028 321453530 1939474584
QUERY 1082028551 1078629284 128447941
QUERY 1315355313 505675009 578390242
QUERY 1029107633 1204905557 1841360519
QUERY 695851114 1884086197 965954527
QUERY 1742115235 59908969 697210240
QUERY 774624024 744905822 2036334583
QUERY 98568471 545991670 1088498958
QUERY 1913007392 1353856215 1044121490
QUERY 713294080 677159173 375756839
QUERY 1997169887 992670978 422343558
QUERY 1290351243 1812145288 232085963
QUERY 2002808573 998639686 1407174997
QUERY 4597171 119473745 2047340191
INSERT 1593104562 458863584 1259279550
QUERY 465652117 851009832 1214212119
QUERY 1385783435 315103268 297853127
QUERY 1224432204 314325576 1393684372
QUERY 1127854377 1508111076 1768921716
QUERY 481117829 339097842 1430962676
QUERY 1949841855 1394521808 631927819
QUERY 1090791403 251909969 647031064
QUERY 1498040896 381907202 1070611732
QUERY 1499726876 305061303 192424696
QUERY 704829169 1474715723 185543597
QUERY 1686788403 1188201649 145030059
QUERY 595799904 688322072 2131557617
QUERY 616001788 1538272178 775502955
QUERY 1422534019 874488275 360260586
QUERY 1430872319 1271612843 489279811
QUERY 570311162 965083144 219461957
QUERY 1883931220 188432805 1291440345
QUERY 1974633296 695824560 1873269912
INSERT 679898529 123944375 450831953
QUERY 1226334908 855209861 1304915054
QUERY 1746361609 2144466608 1901317982
QUERY 1731766519 1220088327 1126067779
QUERY 1151472671 354232417 949300852
QUERY 1112845495 1559230868 330402427
QUERY 1889601637 2036769465 1494714958
QUERY 27129839 1739332277 855589491
QUERY 729704262 881576215 1925628478
QUERY 1760454507 2076672230 1710302578
QUERY 1290351243 1812145288 232085963
QUERY 1530187896 616520623 7363693
QUERY 619495322 1240584594 770479552
QUERY 1528326819 648846996 1208916627
QUERY 1525160019 1539930491 1461234210
QUERY 605725616 107812475 212246518
QUERY 1111598086 1016116550 175819504
QUERY 137244177 1195165868 10980982
QUERY 627501606 19271075 1756318541
INSERT 638766397 849419487 1369570312
QUERY 1011469672 1957308586 465557417
INSERT 1632121875 251263471 1609167993
QUERY 1786342536 303652664 2013622818
QUERY 882255721 427678966 830946015
QUERY 989196757 44017641 1552550260
QUERY 1267124105 596101600 65333245
QUERY 1352881963 795127252 305556399
QUERY 428099055 917661334 2112993184
QUERY 966434775 876507052 1841417941
QUERY 1168899031 1961758826 1465395880
QUERY 356982765 1544767124 1904621090
QUERY 1146240384 1964794915 887344867
QUERY 2058729108 2049807214 1546175799
QUERY 410313699 97372445 461411200
QUERY 172083527 1576256210 1147409587
QUERY 574603468 950067177 545833375
QUERY 360108553 1106052119 408148693
QUERY 1675760842 234328220 1162157660
QUERY 2049502528 129772666 1136074861
QUERY 347435968 1884359543 291275347
QUERY 1056941839 825425888 1810301598
QUERY 810723215 395991250 1212659582
QUERY 742713790 1039710698 482787762
QUERY 1588839881 1122345043 308975056
QUERY 441554605 1978896073 1973868117
QUERY 598613492 1534743510 1334050896
QUERY 675698677 1906333058 1671683343
QUERY 1542930188 648049005 1190327090
QUERY 767557655 578622071 558990121
QUERY 142303944 737308538 846043950
QUERY 1157447416 1321233008 2006319162
QUERY 1060739742 814983488 766778681
QUERY 819040061 853218731 155263150
QUERY 2130008773 2052758064 2122120242
QUERY 275234275 870562196 2025768950
QUERY 645842958 1164950361 48412177
QUERY 1350116088 2060939965 194278018
QUERY 1539175609 61810709 1181910288
QUERY 1481397637 2135183507 985053314
QUERY 2130422960 501219912 582674047
QUERY 394718538 1887751504 2008196563
QUERY 1784588881 1257539147 1381713492
QUERY 494313926 2005610509 818662067
QUERY 514628687 237120641 763277309
QUERY 232338892 2013861119 1344860513
QUERY 841801773 1879197216 345963472
QUERY 328902784 1717772702 460308953
QUERY 855027492 802530895 1163964257
QUERY 1611005463 727527369 685480171
QUERY 709670577 978241609 1536389744
INSERT 1075247855 613186204 2051901621
QUERY 343428935 1082233371 593595148
QUERY 223222510 427006141 1709799546
QUERY 793978821 1120669870 665969699
QUERY 1474409914 1700168945 1240938433
QUERY 1968465802 433490492 91720494
QUERY 1170270475 903074227 1957331269
QUERY 1353716791 1694896343 561672372
QUERY 1643905743 1699105313 2113467781
QUERY 2066245190 534234919 594722949
QUERY 1130927636 1599961759 533040204
QUERY 281050525 1847303693 514398698
QUERY 178045892 655106622 405745652
QUERY 2074140095 1976843434 580579460
QUERY 1420901325 770813435 938951134
QUERY 927456208 903649571 1705945191
QUERY 347610240 230917581 245146442
QUERY 1760394669 701576379 324919136
QUERY 1301439368 101414651 1645804621
QUERY 967856670 2086580313 425778451
QUERY 1993447734 2026870917 1010593109
QUERY 1482258019 1481081783 1413570230
QUERY 604515892 623899526 895792920
QUERY 1984983124 1705018900 659272011
QUERY 1535052598 1063680225 232174597
QUERY 333589248 831874499 2033474012
QUERY 1420367971 1675719026 273100168
QUERY 74753852 174478218 91723223
QUERY 1447199249 418883145 706476506
QUERY 1200484201 936871321 681757844
QUERY 494350448 2078114002 433753295
INSERT 1465682952 1497433521 1138335517
QUERY 1075247855 613186204 2051901621
QUERY 890990554 211428664 1306248364
QUERY 1035526339 65705492 1964851845
QUERY 1892447130 434893558 1830072183
QUERY 1213571907 1305729713 1296285804
INSERT 1004734031 455126264 920662528
QUERY 1177638160 1698742201 202079442
QUERY 1916709994 1095467742 757717876
QUERY 1372961496 719933897 866521999
QUERY 618323884 1577803408 126728154
QUERY 225278447 1874868247 934374329
QUERY 105746785 240241881 1671766073
INSERT 49208959 215163074 783743683
QUERY 1719108069 1393214783 815165402
INSERT 1632044215 1632840720 730504633
QUERY 1769425364 900979167 793629317
QUERY 1620983652 1981801199 830918968
QUERY 890067808 546617395 1856234779
QUERY 1354513569 913628881 1361880228
QUERY 284586785 1430517924 851213134
QUERY 422837555 34653144 1234025281
QUERY 521914142 895549831 56992922
QUERY 1950495136 1656124080 590431839
QUERY 1452331702 575940716 1300141571
QUERY 1066370606 659888522 1860519462
QUERY 1093492924 1616933168 1364821951
QUERY 68551437 19518071 1318827322
QUERY 1677036740 66618033 8792285
QUERY 1717944960 531058105 1471607169
QUERY 882307290 1354505883 2043318483
QUERY 423729739 1680867033 1561802924
QUERY 388468351 2088384615 411075736
QUERY 2003973273 314414243 346817928
QUERY 770933969 1932261308 1858039501
QUERY 670212647 1893995763 208838332
QUERY 2000651309 1490513165 861478856
QUERY 1649145028 1424181750 318150064
QUERY 1476829366 1571774855 728463063
QUERY 1270739150 1163583018 770961579
QUERY 1795999327 818696261 166709009
QUERY 1219571984 1220943910 1485413635
QUERY 117320463 1445732027 676147664
QUERY 2048887409 1382127804 955604936
QUERY 1949927932 474841052 756264870
QUERY 180556078 1725987026 695335413
QUERY 1630683537 388397223 1608166968
QUERY 1923230171 1851033901 541580811
QUERY 534895963 519119299 1725219704
QUERY 1023468084 1678352959 997357799
QUERY 2132931515 1557878634 1742020022
INSERT 2032719686 350801244 785416115
QUERY 363919493 384758222 1682492458
QUERY 1457105525 877804993 189654459
QUERY 463497094 716554723 213559402
INSERT 1780785242 876248061 1951916556
QUERY 147265364 1361721571 2135430433
QUERY 1690790141 1496755988 418417325
QUERY 240843409 1414440106 1825855291
QUERY 42291136 315024440 1480806239
QUERY 790428116 2133258152 600871905
QUERY 200073597 1511479543 633244569
QUERY 564009694 153312168 775121236
INSERT 1842449243 490036189 885196308
QUERY 827184200 1149206595 1125883479
QUERY 1236628759 142250348 709070503
QUERY 790703156 518978425 1280391538
QUERY 69075573 828577318 1926739840
QUERY 1403703387 475881922 535750516
QUERY 1808910256 1298674326 702950373
QUERY 2025604277 519304399 690358559
QUERY 958123964 1629602058 883850922
QUERY 1780231950 934187122 1556547337
QUERY 575958666 1863046427 247135618
QUERY 521914142 895549831 56992922
QUERY 2572773 1181019501 197267881
QUERY 1793264400 1621570860 1363749358
QUERY 1291818324 1557347906 945921834
QUERY 2018210173 1320648363 1128328784
QUERY 1586337699 988937400 228104125
QUERY 1064745856 1297099192 164172921
QUERY 360007915 1249883456 1390704506
QUERY 1750166267 1397080065 310537136
QUERY 1405722288 708847222 2027280807
QUERY 49208959 215163074 783743683
QUERY 2143951424 1605359609 588124120
QUERY 1807539639 2018663583 667593768
QUERY 1035526339 65705492 1964851845
QUERY 1549039785 1371928984 991976116
QUERY 1146708556 2020931321 1304125521
INSERT 1567279779 1310604749 1755815615
INSERT 207625616 539848555 280197459
QUERY 366235585 1989516809 2117436048
QUERY 1307056609 1165172500 1561828547
QUERY 288863030 1786596429 872473138
QUERY 1777652045 368668889 1255766697
QUERY 1902819969 1524797887 1993001835
QUERY 208184344 2114661167 226633338
QUERY 509205348 607442421 2103229732
QUERY 486942528 664807082 387758337
QUERY 135069868 983619590 1267320787
QUERY 639000836 1464808791 1892814515
QUERY 1177478320 517896080 753655140
QUERY 503213784 251992441 1410519236
QUERY 1731434599 633132113 2028893904
QUERY 1463573624 561490301 752966491
QUERY 1099118740 534786818 888679080
QUERY 15488239 815680536 674801181
QUERY 388468351 2088384615 411075736
QUERY 1259752676 133309674 1305469300
QUERY 132260346 641390411 223271275
QUERY 37087665 2013961212 1606074905
QUERY 600928718 407350600 488706447
QUERY 184650762 333836098 1383457230
QUERY 1013990769 1407100956 659895654
QUERY 303360833 2094063186 92504636
QUERY 481117829 339097842 1430962676
QUERY 2125083669 721596539 2056629752
QUERY 1033021699 1653080499 1063927449
QUERY 1010062789 1084532727 1537790904
QUERY 1563724680 637516175 1364485247
QUERY 624102555 1932874657 101594365
QUERY 1747554525 1508082497 1664537312
QUERY 793952792 1681739598 1610447124
QUERY 1134200541 1025512823 279383735
QUERY 34085364 25358151 1602387389
QUERY 992694645 1512872900 1524070281
QUERY 1902819969 1524797887 1993001835
QUERY 1771333084 545526829 2121197401
QUERY 182693335 1371652128 2078766605
QUERY 895267641 887183465 1319040796
QUERY 1733451345 634166797 1457598687
QUERY 1376196427 997693109 2104926733
QUERY 1151472671 354232417 949300852
INSERT 1359073408 1788639260 77758852
INSERT 1295567984 1442933287 213326481
QUERY 1110228655 791873914 1131687427
QUERY 563192675 932069501 1179581709
QUERY 656256994 1831469883 1843856685
QUERY 1072569465 478801413 143968665
QUERY 1094106396 983680584 1923072373
QUERY 2000831225 1199200596 1920404180
QUERY 346834015 1770095896 1040555424
QUERY 157251605 588605794 831387083
INSERT 103494902 157617089 1087639144
QUERY 1347399905 752611651 1194598325
QUERY 1495752548 1140334067 1692123556
QUERY 1212685553 48742373 1555810362
QUERY 1154809838 1690792875 1269882759
QUERY 398929902 876232019 1530394873
QUERY 1651803337 1272791693 443951664
QUERY 547446566 787455806 1565836510
QUERY 1389173777 1961066655 1998072936
QUERY 675698677 1906333058 1671683343
QUERY 1123562008 994070271 1442615848
QUERY 505946080 694619436 1417710468
QUERY 1523082993 1470443578 1677220295
QUERY 1632121875 251263471 1609167993
QUERY 607112418 1824797223 203526079
QUERY 1003900688 792322031 1265827894
QUERY 53467643 85711886 592067639
QUERY 1447199249 418883145 706476506
QUERY 284693557 1541588570 2103982452
QUERY 2016084009 1480015872 72461283
QUERY 605633438 834488273 425436125
QUERY 1012739464 959843994 1204345466
QUERY 92741227 1411618810 1063385181
QUERY 1368224975 1050554510 210231796
QUERY 1467036559 1213881510 1307391649
QUERY 1377122543 145837116 693101191
QUERY 522006503 1683639228 77088490
QUERY 2097896544 418879912 657857963
QUERY 1355307622 292408644 1565787044
QUERY 1835148323 1338278904 1755539552
QUERY 142917971 2130446328 2019929603
QUERY 1240369712 1368044146 40531427
QUERY 131740681 151519738 217548054
QUERY 1975780360 1919329893 982929636
QUERY 253964880 1091526117 885490500
QUERY 413211504 1380499338 1146278929
QUERY 1143461352 1294869967 546943807
QUERY 97791645 226694042 1711604983
QUERY 2089333043 1541761464 961811485
QUERY 830931735 868657908 860974716
QUERY 1870957858 1349961941 765845537
QUERY 1634247729 223175531 945535115
QUERY 1177956480 2032155346 1794128396
QUERY 1898866578 332007520 197882477
QUERY 1153531112 1480114790 2146750864
QUERY 441953178 867664115 1289718053
QUERY 488401180 1616772773 1662484752
QUERY 107870181 849188108 105201070
QUERY 177353964 1334951154 280759213
QUERY 1424169206 1422735309 1303435766
QUERY 2060661082 1403566392 734212932
QUERY 980387134 211501337 487846674
QUERY 1465287992 1196605534 682356881
QUERY 864147346 1491677819 899309979
QUERY 848119278 158270145 1452005791
QUERY 278374611 358834705 1045734519
QUERY 365597252 596480596 1401929315
QUERY 1440234114 1272883264 1788956550
QUERY 849892470 269472231 77605309
QUERY 2074752896 1104121380 743643876
QUERY 1292204836 1980407934 1080610636
QUERY 1492775883 181744074 1061825912
QUERY 1367688197 1121372006 1090207588
QUERY 1686688184 1658639192 2017997422
INSERT 886933543 737442580 385667310
QUERY 655139541 40723126 1752822326
QUERY 709460058 610623057 612589677
QUERY 133157525 2083124898 970571260
INSERT 976636446 1619612564 2005798867
QUERY 1916954992 1023760768 86060022
QUERY 1376740952 607682534 189686610
QUERY 927129191 821703534 1457733895
QUERY 1669806002 1720695013 1192312151
QUERY 681779330 1954445314 2079039073
QUERY 298426369 1934618776 462553711
QUERY 1873268468 728138031 678053639
QUERY 244659422 923571926 1408487298
QUERY 196880188 595988943 2114076390
QUERY 1745512156 1413589947 2033192188
QUERY 1362551616 406735778 1752889812
QUERY 287185495 365851891 1804740600
QUERY 547699387 573455530 2083815974
QUERY 952508385 968666097 606906273
QUERY 5617750 1289892130 1243041552
QUERY 976636446 1619612564 2005798867
QUERY 1392771290 288474233 877175896
QUERY 453831251 234101664 1652225567
QUERY 1473231113 1799730805 1984315759
QUERY 1997703731 426222665 1958265662
INSERT 524471329 1140398318 1346197777
QUERY 1988673650 386539154 1545819794
QUERY 1918065531 1322789948 970041748
QUERY 1965650355 1493924443 361218491
QUERY 1533283420 1828096320 1925215098
QUERY 1120487875 508770778 1991263357
QUERY 369375180 457596016 479875599
INSERT 982067345 1620273918 2093104637
QUERY 1348633839 1998877996 1843624492
QUERY 69075573 828577318 1926739840
QUERY 853253893 1745720391 1253655841
QUERY 566212627 275412535 560082819
QUERY 1887922577 2123060771 729107242
QUERY 1358825872 1629639436 1383108034
QUERY 1151324498 1678217304 546595414
QUERY 75256708 202169087 440327669
QUERY 518689978 1473190141 1770539423
QUERY 1154354008 939224112 1798022143
QUERY 447732875 1894232090 1928311040
QUERY 866651596 907073468 180924080
INSERT 1501003013 585341718 1801355499
QUERY 1332089156 973919924 686128055
QUERY 470479573 1178832439 339404704
QUERY 1793118115 2013833789 1411296442
QUERY 650454289 272245777 1073675718
QUERY 1761022640 1894307987 472212640
QUERY 291415455 1894214145 726652704
QUERY 659450096 401694480 1002685167
QUERY 646863821 1837897045 1481416502
QUERY 966831720 1059184297 1947633226
QUERY 554291789 667446346 221339139
QUERY 77835694 1342918899 1051728199
QUERY 2079290748 1259348225 1779868187
QUERY 1397011134 262237267 1796214793
QUERY 488401180 1616772773 1662484752
QUERY 650740217 1560741577 2076815427
QUERY 1902819969 1524797887 1993001835
QUERY 1600333798 252524347 1431883861
QUERY 241058169 1018459256 1849916376
QUERY 1010135282 1356783100 955465632
QUERY 250749151 1899870404 997182845
QUERY 12104524 1817504311 97262035
QUERY 774682225 1878953061 667318513
